source,target,value
Hermione,Karkus,11
Harry,Karkus,7
Fang,Harry,16
Fang,Hermione,4
Hermione,Parvati,22
Hermione,Tenebrus,1
Harry,Tenebrus,5
Neville,Pansy,5
Goyle,Hermione,9
Hermione,Peeves,7
Dobby,Luna,5
Alicia,Neville,5
Angelina,Neville,6
Neville,Patil,6
Dean,Patil,6
Adam,Marietta,6
Adam,Cho,2
Harry,Loony,3
Cho,Loony,4
Cho,Dean,5
Cedric,Neville,1
Cho,Dobby,6
Dilys,Harry,5
Everard,Harry,6
Elfrida,Everard,2
Dilys,Elfrida,6
Dilys,Minerva,2
Fawkes,Molly,5
Harry,Phineas,45
George,Phineas,3
Fawkes,Minerva,4
Minerva,Phineas,4
Arthur,George,6
Arthur,Molly,11
Bill,Molly,6
Arthur,Willy,6
Harry,Willy,2
Seamus,Sirius,4
Dobby,George,
Gilderoy,Harry,2
Gilderoy,Janus,5
Agnes,Harry,4
Alice,Neville,10
George,Remus,6
Hermione,Remus,5
Dudley,Ripper,5
Frank,Sirius,4
Alice,Frank,6
Bellatrix,Harry,135
Bellatrix,Hermione,15
Cho,Hedwig,2
Davies,Harry,6
Cho,Davies,6
Cho,Roger,12
Harry,Roger,4
Cho,Rita,6
Harry,Rita,61
Hermione,Rita,35
Luna,Rita,3
Hall,Harry,5
Cho,Hall,5
Fred,Luna,12
Cho,Seamus,1
Goyle,Luna,3
Avery,Harry,23
Firenze,Harry,154
Firenze,Parvati,51
Firenze,Hermione,35
Firenze,Lavender,3
Dean,Firenze,13
Bane,Harry,50
Bane,Firenze,23
Draco,Harry,31
Harry,Lucius,7
Edgecombe,Marietta,13
Dolores,Harry,5
Edgecombe,Kingsley,7
Edgecombe,Harry,2
Kingsley,Marietta,21
Cornelius,Kingsley,1
Merlin,Minerva,3
Edgecombe,Minerva,6
Crabbe,Hermione,3
Crabbe,Harry,6
George,Montague,6
Hermione,Montague,23
Argus,Harry,12
Catherine,Harry,12
Catherine,Seamus,5
Catherine,Dean,5
Draco,Montague,3
James,Sirius,147
Evans,Harry,6
Evans,James,34
Lily,Sirius,17
Evans,Lily,1
James,Lily,13
Evans,Sirius,5
Harry,Lily,17
Cho,Sirius,6
Harry,Minerva,21
Fred,Peeves,7
Argus,Fred,5
George,Peeves,4
Cho,Luna,5
Cho,Lee,2
Davies,Lee,9
Grawp,Harry,138
Grawp,Hermione,78
Harry,Magorian,32
Firenze,Magorian,10
Albus,Firenze,10
Bane,Magorian,29
Bane,Hermione,10
Baruffio,Harry,6
Harry,Tofty,63
Draco,Tofty,4
Hannah,Harry,8
Hermione,Tofty,5
Parvati,Tofty,5
Lavender,Tofty,2
Dean,Hermione,6
Dean,George,6
Parvati,Patil,6
Harry,Patil,4
Lee,Sirius,6
Seamus,Two,6
Cornelius,Hermione,5
Aragog,Grawp,6
Harry,Ronan,10
Hermione,Ronan,8
Adam,Sirius,5
Adam,Hermione,4
Bellatrix,Neville,29
Harry,Nott,6
Jugson,Nott,6
Bellatrix,Jugson,5
Bellatrix,Rodolphus,6
Crabbe,Rodolphus,6
Crabbe,Rabastan,6
Jugson,Rabastan,6
Avery,Jugson,6
Avery,Mulciber,6
Harry,Mulciber,4
Bellatrix,Kingsley,6
Bellatrix,Sirius,18
Bella,Harry,4
Bella,Bellatrix,7
Harry,Tom,11
Bellatrix,Fawkes,6
Bellatrix,Williamson,4
Merlin,Williamson,4
Cornelius,Merlin,6
Harry,Williamson,1
Dawn,Harry,5
Phineas,Sirius,5
Black,Narcissa,5
Buckbeak,Kreacher,5
Crabbe,Goyle,9
Nick,Sirius,5
Harry,Justin,6
Arthur,Hermione,4
Dudley,Hermione,3
