"word","absolute.frequency","relative.frequency"
"treibt",8,0.000200350613573754
"verstehen",8,0.000200350613573754
"gebären",8,0.000200350613573754
"nachbar",8,0.000200350613573754
"spotten",8,0.000200350613573754
"ehrt",8,0.000200350613573754
"blicken",8,0.000200350613573754
"übel",8,0.000200350613573754
"lehren",8,0.000200350613573754
"ganzen",8,0.000200350613573754
"essen",8,0.000200350613573754
"klugheit",8,0.000200350613573754
"schwerst",8,0.000200350613573754
"freundschaft",8,0.000200350613573754
"rauben",8,0.000200350613573754
"schlafe",8,0.000200350613573754
"schläft",8,0.000200350613573754
"gutem",8,0.000200350613573754
"liegen",8,0.000200350613573754
"göttern",8,0.000200350613573754
"gäbe",8,0.000200350613573754
"wem",8,0.000200350613573754
"trost",8,0.000200350613573754
"zärtlich",8,0.000200350613573754
"zeiten",8,0.000200350613573754
"zweifel",8,0.000200350613573754
"predigen",8,0.000200350613573754
"reiner",8,0.000200350613573754
"frieden",8,0.000200350613573754
"wenigsten",8,0.000200350613573754
"misstrauen",8,0.000200350613573754
"furchtbar",8,0.000200350613573754
"rollt",8,0.000200350613573754
"führte",8,0.000200350613573754
"schüttelt",8,0.000200350613573754
"blute",8,0.000200350613573754
"thau",8,0.000200350613573754
"verführt",8,0.000200350613573754
"feierlich",8,0.000200350613573754
"schlimmsten",8,0.000200350613573754
"böse“",8,0.000200350613573754
"find",8,0.000200350613573754
"wuch",8,0.000200350613573754
"trieb",8,0.000200350613573754
"herum",8,0.000200350613573754
"sollten",8,0.000200350613573754
"hängen",8,0.000200350613573754
"güte",8,0.000200350613573754
"unsern",8,0.000200350613573754
"führen",8,0.000200350613573754
"ungeheu",8,0.000200350613573754
"lauf",8,0.000200350613573754
"neuer",8,0.000200350613573754
"kroch",8,0.000200350613573754
"unschuldig",8,0.000200350613573754
"verachtet",8,0.000200350613573754
"bescheiden",8,0.000200350613573754
"errathen",8,0.000200350613573754
"gaben",8,0.000200350613573754
"liebend",8,0.000200350613573754
"schöne",8,0.000200350613573754
"werdet",8,0.000200350613573754
"listig",8,0.000200350613573754
"schenkend",8,0.000200350613573754
"born",8,0.000200350613573754
"zwingt",8,0.000200350613573754
"kluge",8,0.000200350613573754
"wehrt",8,0.000200350613573754
"sahen",8,0.000200350613573754
"nase",8,0.000200350613573754
"blind",8,0.000200350613573754
"klagen",8,0.000200350613573754
"sicher",8,0.000200350613573754
"träumt",8,0.000200350613573754
"fisch",8,0.000200350613573754
"nachdenklich",8,0.000200350613573754
"schrein",8,0.000200350613573754
"flog",8,0.000200350613573754
"fromm",8,0.000200350613573754
"feuerhund",8,0.000200350613573754
"unglück",8,0.000200350613573754
"heulen",8,0.000200350613573754
"gottlos",8,0.000200350613573754
"herrschsucht",8,0.000200350613573754
"schmarotz",8,0.000200350613573754
"überdruss",8,0.000200350613573754
"without",8,0.000200350613573754
"forth",8,0.000200350613573754
"set",8,0.000200350613573754
"section",8,0.000200350613573754
"about",8,0.000200350613573754
"limit",8,0.000200350613573754
"receiv",8,0.000200350613573754
"stillst",7,0.000175306786877035
"genesend",7,0.000175306786877035
"morgenröth",7,0.000175306786877035
"trage",7,0.000175306786877035
"grei",7,0.000175306786877035
"erkenn",7,0.000175306786877035
"sach",7,0.000175306786877035
"gassen",7,0.000175306786877035
"verächter",7,0.000175306786877035
"behagen",7,0.000175306786877035
"erbärmlich",7,0.000175306786877035
"untergehn",7,0.000175306786877035
"gerecht",7,0.000175306786877035
"hörten",7,0.000175306786877035
"längsten",7,0.000175306786877035
"braucht",7,0.000175306786877035
"träume",7,0.000175306786877035
"sorgt",7,0.000175306786877035
"geschrei",7,0.000175306786877035
"possenreiss",7,0.000175306786877035
"beinen",7,0.000175306786877035
"wusst",7,0.000175306786877035
"schönen",7,0.000175306786877035
"heran",7,0.000175306786877035
"reinlich",7,0.000175306786877035
"stehlen",7,0.000175306786877035
"frisst",7,0.000175306786877035
"stunden",7,0.000175306786877035
"vernicht",7,0.000175306786877035
"verlangt",7,0.000175306786877035
"helden",7,0.000175306786877035
"suchst",7,0.000175306786877035
"hüte",7,0.000175306786877035
"rauch",7,0.000175306786877035
"verlieren",7,0.000175306786877035
