"word","absolute.frequency","relative.frequency"
"gab",34,0.000851490107688455
"gesicht",33,0.000826446280991736
"thun",33,0.000826446280991736
"“—",33,0.000826446280991736
"stolz",33,0.000826446280991736
"hast",33,0.000826446280991736
"wind",33,0.000826446280991736
"mag",33,0.000826446280991736
"sollst",33,0.000826446280991736
"tode",32,0.000801402454295016
"möchte",32,0.000801402454295016
"arm",32,0.000801402454295016
"scham",32,0.000801402454295016
"lebt",32,0.000801402454295016
"hund",32,0.000801402454295016
"steht",32,0.000801402454295016
"kinder",32,0.000801402454295016
"rach",32,0.000801402454295016
"esel",32,0.000801402454295016
"hinauf",32,0.000801402454295016
"suchen",31,0.000776358627598297
"zwei",31,0.000776358627598297
"letzt",31,0.000776358627598297
"reich",31,0.000776358627598297
"stein",31,0.000776358627598297
"seelen",31,0.000776358627598297
"ring",31,0.000776358627598297
"bösen",30,0.000751314800901578
"sehnsucht",30,0.000751314800901578
"geben",30,0.000751314800901578
"rechten",30,0.000751314800901578
"dingen",30,0.000751314800901578
"dichter",30,0.000751314800901578
"ward",29,0.000726270974204858
"sehe",29,0.000726270974204858
"tage",29,0.000726270974204858
"thut",29,0.000726270974204858
"gar",29,0.000726270974204858
"pöbel",29,0.000726270974204858
"erden",29,0.000726270974204858
"electron",29,0.000726270974204858
"zauber",28,0.000701227147508139
"geworden",28,0.000701227147508139
"bisher",28,0.000701227147508139
"fern",28,0.000701227147508139
"eignen",28,0.000701227147508139
"mal",28,0.000701227147508139
"baum",27,0.00067618332081142
"fliegen",27,0.00067618332081142
"wider",27,0.00067618332081142
"stand",27,0.00067618332081142
"niemand",27,0.00067618332081142
"übermenschen",27,0.00067618332081142
"sehn",27,0.00067618332081142
"bein",27,0.00067618332081142
"gefahr",27,0.00067618332081142
"nie",27,0.00067618332081142
"muth",27,0.00067618332081142
"müssen",27,0.00067618332081142
"dünkt",27,0.00067618332081142
"not",27,0.00067618332081142
"ziel",26,0.000651139494114701
"fremd",26,0.000651139494114701
"wohin",26,0.000651139494114701
"habt",26,0.000651139494114701
"hart",26,0.000651139494114701
"dabei",26,0.000651139494114701
"freiheit",26,0.000651139494114701
"narr",26,0.000651139494114701
"traum",26,0.000651139494114701
"blut",26,0.000651139494114701
"voll",26,0.000651139494114701
"schweigen",26,0.000651139494114701
"schaffenden",25,0.000626095667417981
"hände",25,0.000626095667417981
"hiess",25,0.000626095667417981
"lass",25,0.000626095667417981
"nein",25,0.000626095667417981
"gehört",25,0.000626095667417981
"gehn",25,0.000626095667417981
"höchsten",25,0.000626095667417981
"rief",25,0.000626095667417981
"schaffend",25,0.000626095667417981
"nächsten",25,0.000626095667417981
"darf",25,0.000626095667417981
"brunnen",25,0.000626095667417981
"zukunft",25,0.000626095667417981
"weisst",25,0.000626095667417981
"for",25,0.000626095667417981
"drei",24,0.000601051840721262
"hinab",24,0.000601051840721262
"lasst",24,0.000601051840721262
"glaubt",24,0.000601051840721262
"deren",24,0.000601051840721262
"höchste",24,0.000601051840721262
"sass",24,0.000601051840721262
"fort",24,0.000601051840721262
"sonderlich",24,0.000601051840721262
"bergen",24,0.000601051840721262
"lügen",24,0.000601051840721262
"gleichniss",24,0.000601051840721262
"sitzen",24,0.000601051840721262
"darob",24,0.000601051840721262
"copi",24,0.000601051840721262
"erkenntniss",23,0.000576008014024543
"mittag",23,0.000576008014024543
"steigen",23,0.000576008014024543
"sage",23,0.000576008014024543
"sprang",23,0.000576008014024543
"hinweg",23,0.000576008014024543
"tanzen",23,0.000576008014024543
"daran",23,0.000576008014024543
"alter",23,0.000576008014024543
"hoch",23,0.000576008014024543
"sprich",23,0.000576008014024543
"lag",23,0.000576008014024543
"leicht",23,0.000576008014024543
"bosheit",23,0.000576008014024543
"fuss",23,0.000576008014024543
"könige",23,0.000576008014024543
"gutenberg",23,0.000576008014024543
"state",23,0.000576008014024543
"distribut",23,0.000576008014024543
"foundat",23,0.000576008014024543
"weisen",22,0.000550964187327824
"schlang",22,0.000550964187327824
"unsr",22,0.000550964187327824
"gehen",22,0.000550964187327824
"wein",22,0.000550964187327824
"hoffnung",22,0.000550964187327824
"ohr",22,0.000550964187327824
"bunt",22,0.000550964187327824
"tod",22,0.000550964187327824
"nahe",22,0.000550964187327824
"laufen",22,0.000550964187327824
"rath",22,0.000550964187327824
"fest",22,0.000550964187327824
"schicksal",22,0.000550964187327824
"schönheit",22,0.000550964187327824
"ehe",21,0.000525920360631104
"tafeln",21,0.000525920360631104
"adler",21,0.000525920360631104
"gehe",21,0.000525920360631104
"stadt",21,0.000525920360631104
"wahnsinn",21,0.000525920360631104
"stern",21,0.000525920360631104
"meisten",21,0.000525920360631104
"lebendig",21,0.000525920360631104
"hinein",21,0.000525920360631104
"herr",21,0.000525920360631104
"noth",21,0.000525920360631104
"trübsal",21,0.000525920360631104
"gewissen",21,0.000525920360631104
"schlimm",21,0.000525920360631104
"vielen",21,0.000525920360631104
"mond",21,0.000525920360631104
"her",21,0.000525920360631104
"term",21,0.000525920360631104
"are",21,0.000525920360631104
"zeichen",20,0.000500876533934385
"morgen",20,0.000500876533934385
"damal",20,0.000500876533934385
"einsam",20,0.000500876533934385
"hätte",20,0.000500876533934385
"blitz",20,0.000500876533934385
"ehr",20,0.000500876533934385
"namen",20,0.000500876533934385
"eign",20,0.000500876533934385
"götter",20,0.000500876533934385
"wurden",20,0.000500876533934385
"warten",20,0.000500876533934385
"langen",20,0.000500876533934385
"stark",20,0.000500876533934385
"schmerz",20,0.000500876533934385
"umsonst",20,0.000500876533934385
"schlimmer",20,0.000500876533934385
"gesindel",19,0.000475832707237666
"land",19,0.000475832707237666
"räthsel",19,0.000475832707237666
"bettler",19,0.000475832707237666
"wüste",19,0.000475832707237666
"verwandelt",19,0.000475832707237666
"thorheit",19,0.000475832707237666
"feuer",19,0.000475832707237666
"vernunft",19,0.000475832707237666
"glücke",19,0.000475832707237666
"haus",19,0.000475832707237666
"wolk",19,0.000475832707237666
"schwieg",19,0.000475832707237666
"boden",19,0.000475832707237666
"end",19,0.000475832707237666
"kalt",19,0.000475832707237666
"tiefer",19,0.000475832707237666
"schlafen",19,0.000475832707237666
"falsch",19,0.000475832707237666
"mitternacht",19,0.000475832707237666
"hass",19,0.000475832707237666
"geschmack",19,0.000475832707237666
"vielleicht",19,0.000475832707237666
"fehlt",19,0.000475832707237666
"jünger",19,0.000475832707237666
"bereit",19,0.000475832707237666
"copyright",19,0.000475832707237666
"use",19,0.000475832707237666
"donat",19,0.000475832707237666
"krieg",18,0.000450788880540947
"markt",18,0.000450788880540947
"neid",18,0.000450788880540947
"wasser",18,0.000450788880540947
"todt",18,0.000450788880540947
"wart",18,0.000450788880540947
"fällt",18,0.000450788880540947
"zuletzt",18,0.000450788880540947
"heraus",18,0.000450788880540947
"blieb",18,0.000450788880540947
"komm",18,0.000450788880540947
"nehmen",18,0.000450788880540947
"darauf",18,0.000450788880540947
"sieg",18,0.000450788880540947
"unschuld",18,0.000450788880540947
"seit",18,0.000450788880540947
"bruder",18,0.000450788880540947
"darin",18,0.000450788880540947
"wild",18,0.000450788880540947
"durst",18,0.000450788880540947
"worten",18,0.000450788880540947
"höhere",18,0.000450788880540947
"agreement",18,0.000450788880540947
"dafür",17,0.000425745053844227
"nennen",17,0.000425745053844227
"singen",17,0.000425745053844227
"schnell",17,0.000425745053844227
"verachtung",17,0.000425745053844227
"neben",17,0.000425745053844227
"zusammen",17,0.000425745053844227
"wunderlich",17,0.000425745053844227
"reif",17,0.000425745053844227
"niemal",17,0.000425745053844227
"weis",17,0.000425745053844227
"liebst",17,0.000425745053844227
"glaub",17,0.000425745053844227
"freilich",17,0.000425745053844227
"hört",17,0.000425745053844227
"weh",17,0.000425745053844227
"höre",17,0.000425745053844227
"predigt",17,0.000425745053844227
"finger",17,0.000425745053844227
"heil",17,0.000425745053844227
"leut",17,0.000425745053844227
"licens",17,0.000425745053844227
"other",17,0.000425745053844227
"schwermuth",16,0.000400701227147508
"honig",16,0.000400701227147508
"gehst",16,0.000400701227147508
"begann",16,0.000400701227147508
"untergang",16,0.000400701227147508
"wald",16,0.000400701227147508
"rein",16,0.000400701227147508
"fragen",16,0.000400701227147508
"thieren",16,0.000400701227147508
"mögen",16,0.000400701227147508
"wollust",16,0.000400701227147508
"werk",16,0.000400701227147508
"sprechen",16,0.000400701227147508
"hassen",16,0.000400701227147508
"fiel",16,0.000400701227147508
"händen",16,0.000400701227147508
"stehn",16,0.000400701227147508
"tiefen",16,0.000400701227147508
"müdigkeit",16,0.000400701227147508
"schlaf",16,0.000400701227147508
"thränen",16,0.000400701227147508
"staat",16,0.000400701227147508
"schauspiel",16,0.000400701227147508
"unterweg",16,0.000400701227147508
"such",16,0.000400701227147508
"law",16,0.000400701227147508
"freien",15,0.000375657400450789
"wander",15,0.000375657400450789
"tragen",15,0.000375657400450789
"gieb",15,0.000375657400450789
"gespenst",15,0.000375657400450789
"gerechtigkeit",15,0.000375657400450789
"verlernt",15,0.000375657400450789
"verachten",15,0.000375657400450789
"hell",15,0.000375657400450789
"ersten",15,0.000375657400450789
"einsamen",15,0.000375657400450789
"trägt",15,0.000375657400450789
"legt",15,0.000375657400450789
"frage",15,0.000375657400450789
"leid",15,0.000375657400450789
"kennt",15,0.000375657400450789
"oben",15,0.000375657400450789
"langsam",15,0.000375657400450789
"sitzt",15,0.000375657400450789
"grosser",15,0.000375657400450789
"athem",15,0.000375657400450789
"halb",15,0.000375657400450789
"füssen",15,0.000375657400450789
"from",15,0.000375657400450789
"provid",15,0.000375657400450789
"tausend",14,0.00035061357375407
"freiwillig",14,0.00035061357375407
"lie",14,0.00035061357375407
"jahr",14,0.00035061357375407
"sehen",14,0.00035061357375407
"schritt",14,0.00035061357375407
"vogel",14,0.00035061357375407
"grösste",14,0.00035061357375407
"sünde",14,0.00035061357375407
"beid",14,0.00035061357375407
"stell",14,0.00035061357375407
"kleiner",14,0.00035061357375407
"warf",14,0.00035061357375407
"geschieht",14,0.00035061357375407
"neuem",14,0.00035061357375407
"finden",14,0.00035061357375407
"stet",14,0.00035061357375407
"läuft",14,0.00035061357375407
"schuf",14,0.00035061357375407
"frei",14,0.00035061357375407
"wächst",14,0.00035061357375407
"wahr",14,0.00035061357375407
"wartet",14,0.00035061357375407
"guter",14,0.00035061357375407
"befehlen",14,0.00035061357375407
"völker",14,0.00035061357375407
"lüge",14,0.00035061357375407
"schlamm",14,0.00035061357375407
"zerbrecht",14,0.00035061357375407
"gründe",14,0.00035061357375407
"grössten",14,0.00035061357375407
"heimlich",14,0.00035061357375407
"wach",14,0.00035061357375407
"zwerg",14,0.00035061357375407
"könig",14,0.00035061357375407
"ebook",14,0.00035061357375407
"may",14,0.00035061357375407
"paragraph",14,0.00035061357375407
"biss",13,0.00032556974705735
"inseln",13,0.00032556974705735
"seligkeit",13,0.00032556974705735
"hässlichst",13,0.00032556974705735
"gebirg",13,0.00032556974705735
"zehn",13,0.00032556974705735
"herauf",13,0.00032556974705735
"stieg",13,0.00032556974705735
"tänzer",13,0.00032556974705735
"einsiedl",13,0.00032556974705735
"hören",13,0.00032556974705735
"übermensch",13,0.00032556974705735
"löwe",13,0.00032556974705735
"gesprochen",13,0.00032556974705735
"brücke",13,0.00032556974705735
"erlöst",13,0.00032556974705735
"dunklen",13,0.00032556974705735
"gilt",13,0.00032556974705735
"heerd",13,0.00032556974705735
"floh",13,0.00032556974705735
"leichnam",13,0.00032556974705735
"gerechten",13,0.00032556974705735
"trinken",13,0.00032556974705735
"eigen",13,0.00032556974705735
"seufzt",13,0.00032556974705735
"löwen",13,0.00032556974705735
"leiden",13,0.00032556974705735
"jüngling",13,0.00032556974705735
"kunst",13,0.00032556974705735
"versteht",13,0.00032556974705735
"predig",13,0.00032556974705735
"kenn",13,0.00032556974705735
"denkt",13,0.00032556974705735
"kraft",13,0.00032556974705735
"gestern",13,0.00032556974705735
"geruch",13,0.00032556974705735
"jung",13,0.00032556974705735
"furcht",13,0.00032556974705735
"zufal",13,0.00032556974705735
"ungeduldig",13,0.00032556974705735
"schrei",13,0.00032556974705735
"nahm",13,0.00032556974705735
"lächeln",13,0.00032556974705735
"väter",13,0.00032556974705735
"dahin",13,0.00032556974705735
"lief",13,0.00032556974705735
"wohlauf",13,0.00032556974705735
"lieblich",13,0.00032556974705735
"papst",13,0.00032556974705735
"unit",13,0.00032556974705735
"trademark",13,0.00032556974705735
"includ",13,0.00032556974705735
"full",13,0.00032556974705735
"archiv",13,0.00032556974705735
"literari",13,0.00032556974705735
"spiegel",12,0.000300525920360631
"see",12,0.000300525920360631
"trat",12,0.000300525920360631
"lachend",12,0.000300525920360631
"worden",12,0.000300525920360631
"überwunden",12,0.000300525920360631
"mitleid",12,0.000300525920360631
"zung",12,0.000300525920360631
"zweck",12,0.000300525920360631
"pfeil",12,0.000300525920360631
"magen",12,0.000300525920360631
"horcht",12,0.000300525920360631
"todten",12,0.000300525920360631
"hunger",12,0.000300525920360631
"gefährten",12,0.000300525920360631
"antlitz",12,0.000300525920360631
"sieht",12,0.000300525920360631
"wen",12,0.000300525920360631
"krank",12,0.000300525920360631
"wozu",12,0.000300525920360631
"wahn",12,0.000300525920360631
"spiel",12,0.000300525920360631
"ehren",12,0.000300525920360631
"nähe",12,0.000300525920360631
"wohnt",12,0.000300525920360631
"leidenden",12,0.000300525920360631
"verborgen",12,0.000300525920360631
"haut",12,0.000300525920360631
"denken",12,0.000300525920360631
"böses",12,0.000300525920360631
"augenblick",12,0.000300525920360631
"gedank",12,0.000300525920360631
"zugleich",12,0.000300525920360631
"tanzt",12,0.000300525920360631
"wolken",12,0.000300525920360631
"gram",12,0.000300525920360631
"lüstern",12,0.000300525920360631
"schlimmst",12,0.000300525920360631
"kannst",12,0.000300525920360631
"segnen",12,0.000300525920360631
"jugend",12,0.000300525920360631
"selbstsucht",12,0.000300525920360631
"begierd",12,0.000300525920360631
"bricht",12,0.000300525920360631
"lässt",12,0.000300525920360631
"kleinsten",12,0.000300525920360631
"fast",12,0.000300525920360631
"gräber",12,0.000300525920360631
"wunder",12,0.000300525920360631
"plötzlich",12,0.000300525920360631
"schaden",12,0.000300525920360631
"access",12,0.000300525920360631
"fee",12,0.000300525920360631
"glückseligen",11,0.000275482093663912
"sieben",11,0.000275482093663912
"nothschrei",11,0.000275482093663912
"bedarf",11,0.000275482093663912
"vorbei",11,0.000275482093663912
"bleib",11,0.000275482093663912
"heiligen",11,0.000275482093663912
"gethan",11,0.000275482093663912
"gelächter",11,0.000275482093663912
"starb",11,0.000275482093663912
"höher",11,0.000275482093663912
"sahe",11,0.000275482093663912
"gefährlich",11,0.000275482093663912
"tropfen",11,0.000275482093663912
"traurig",11,0.000275482093663912
"erhob",11,0.000275482093663912
"dorthin",11,0.000275482093663912
"gedacht",11,0.000275482093663912
"lassen",11,0.000275482093663912
"wandelt",11,0.000275482093663912
"dünkte",11,0.000275482093663912
"schafft",11,0.000275482093663912
"möchten",11,0.000275482093663912
"sitz",11,0.000275482093663912
"bild",11,0.000275482093663912
"überredet",11,0.000275482093663912
"schaut",11,0.000275482093663912
"spott",11,0.000275482093663912
"hohen",11,0.000275482093663912
"kaum",11,0.000275482093663912
"flügel",11,0.000275482093663912
"halt",11,0.000275482093663912
"nennt",11,0.000275482093663912
"mädchen",11,0.000275482093663912
"lügt",11,0.000275482093663912
"gelobt",11,0.000275482093663912
"lärm",11,0.000275482093663912
"schön",11,0.000275482093663912
"erlöser",11,0.000275482093663912
"name",11,0.000275482093663912
"gold",11,0.000275482093663912
"lob",11,0.000275482093663912
"lernten",11,0.000275482093663912
"könntet",11,0.000275482093663912
"krumm",11,0.000275482093663912
"gäste",11,0.000275482093663912
"kindern",11,0.000275482093663912
"aberm",11,0.000275482093663912
"gelüstet",11,0.000275482093663912
"wiederkunft",11,0.000275482093663912
"keuschheit",10,0.000250438266967193
"berühmten",10,0.000250438266967193
"erlösung",10,0.000250438266967193
"verlassen",10,0.000250438266967193
"trug",10,0.000250438266967193
"gebe",10,0.000250438266967193
"lobe",10,0.000250438266967193
"weinen",10,0.000250438266967193
"wäldern",10,0.000250438266967193
"bleibt",10,0.000250438266967193
"armuth",10,0.000250438266967193
"dasein",10,0.000250438266967193
"abgrund",10,0.000250438266967193
"dank",10,0.000250438266967193
"gift",10,0.000250438266967193
"gehorchen",10,0.000250438266967193
"stumm",10,0.000250438266967193
"inzwischen",10,0.000250438266967193
"sturm",10,0.000250438266967193
"hölle",10,0.000250438266967193
"gesagt",10,0.000250438266967193
"narren",10,0.000250438266967193
"rücken",10,0.000250438266967193
"hundert",10,0.000250438266967193
"schlief",10,0.000250438266967193
"zog",10,0.000250438266967193
"hielt",10,0.000250438266967193
"hohe",10,0.000250438266967193
"nimmt",10,0.000250438266967193
"vater",10,0.000250438266967193
"schien",10,0.000250438266967193
"ewigen",10,0.000250438266967193
"kurz",10,0.000250438266967193
"bringen",10,0.000250438266967193
"krankheit",10,0.000250438266967193
"leidet",10,0.000250438266967193
"kehrt",10,0.000250438266967193
"gesetz",10,0.000250438266967193
"kampf",10,0.000250438266967193
"richter",10,0.000250438266967193
"tödten",10,0.000250438266967193
"traurigkeit",10,0.000250438266967193
"giengen",10,0.000250438266967193
"steigt",10,0.000250438266967193
"fallen",10,0.000250438266967193
"zuerst",10,0.000250438266967193
"verloren",10,0.000250438266967193
"geboren",10,0.000250438266967193
"klingt",10,0.000250438266967193
"hasst",10,0.000250438266967193
"dreht",10,0.000250438266967193
"fein",10,0.000250438266967193
"versteckt",10,0.000250438266967193
"liebenden",10,0.000250438266967193
"spielen",10,0.000250438266967193
"wann",10,0.000250438266967193
"strafe",10,0.000250438266967193
"sank",10,0.000250438266967193
"nachmittag",10,0.000250438266967193
"nackt",10,0.000250438266967193
"zuviel",10,0.000250438266967193
"weisesten",10,0.000250438266967193
"tanz",10,0.000250438266967193
"brünstig",10,0.000250438266967193
"fluss",10,0.000250438266967193
"nachen",10,0.000250438266967193
"schiff",10,0.000250438266967193
"füsse",10,0.000250438266967193
"los",10,0.000250438266967193
"narrheit",10,0.000250438266967193
"winter",10,0.000250438266967193
"mocht",10,0.000250438266967193
"can",10,0.000250438266967193
"agre",10,0.000250438266967193
"must",10,0.000250438266967193
"verbrech",9,0.000225394440270473
"amen",9,0.000225394440270473
"blutegel",9,0.000225394440270473
"armen",9,0.000225394440270473
"asch",9,0.000225394440270473
"daher",9,0.000225394440270473
"lieder",9,0.000225394440270473
"sing",9,0.000225394440270473
"möglich",9,0.000225394440270473
"gemacht",9,0.000225394440270473
"zorn",9,0.000225394440270473
"hirt",9,0.000225394440270473
"klug",9,0.000225394440270473
"bald",9,0.000225394440270473
"thür",9,0.000225394440270473
"freie",9,0.000225394440270473
"näher",9,0.000225394440270473
"stellen",9,0.000225394440270473
"schrecken",9,0.000225394440270473
"gegangen",9,0.000225394440270473
"gläubigen",9,0.000225394440270473
"thore",9,0.000225394440270473
"schlimmen",9,0.000225394440270473
"hirten",9,0.000225394440270473
"zerbricht",9,0.000225394440270473
"ehrfurcht",9,0.000225394440270473
"nieder",9,0.000225394440270473
"herrn",9,0.000225394440270473
"vergessen",9,0.000225394440270473
"wahrheiten",9,0.000225394440270473
"führt",9,0.000225394440270473
"offen",9,0.000225394440270473
"stehe",9,0.000225394440270473
"jenseit",9,0.000225394440270473
"göttlich",9,0.000225394440270473
"findet",9,0.000225394440270473
"kranken",9,0.000225394440270473
"wollten",9,0.000225394440270473
"zürnt",9,0.000225394440270473
"grössere",9,0.000225394440270473
"nöthig",9,0.000225394440270473
"liebsten",9,0.000225394440270473
"eifersüchtig",9,0.000225394440270473
"wolltest",9,0.000225394440270473
"gipfel",9,0.000225394440270473
"desshalb",9,0.000225394440270473
"zittern",9,0.000225394440270473
"hob",9,0.000225394440270473
"überflüssigen",9,0.000225394440270473
"leben“",9,0.000225394440270473
"möge",9,0.000225394440270473
"beissen",9,0.000225394440270473
"würdet",9,0.000225394440270473
"feinden",9,0.000225394440270473
"sogar",9,0.000225394440270473
"männer",9,0.000225394440270473
"unrecht",9,0.000225394440270473
"feigen",9,0.000225394440270473
"vollkommen",9,0.000225394440270473
"gast",9,0.000225394440270473
"kühe",9,0.000225394440270473
"tafel",9,0.000225394440270473
"grösse",9,0.000225394440270473
"daraus",9,0.000225394440270473
"höhlen",9,0.000225394440270473
"wahrheit“",9,0.000225394440270473
"gleichen",9,0.000225394440270473
"kamen",9,0.000225394440270473
"lager",9,0.000225394440270473
"erschreckt",9,0.000225394440270473
"fürsprecher",9,0.000225394440270473
"jüngst",9,0.000225394440270473
"einstmal",9,0.000225394440270473
"schwarz",9,0.000225394440270473
"sumpf",9,0.000225394440270473
"halten",9,0.000225394440270473
"riss",9,0.000225394440270473
"schlund",9,0.000225394440270473
"krüppel",9,0.000225394440270473
"starker",9,0.000225394440270473
"geheimniss",9,0.000225394440270473
"böser",9,0.000225394440270473
"beiden",9,0.000225394440270473
"redest",9,0.000225394440270473
"schweigsam",9,0.000225394440270473
"errieth",9,0.000225394440270473
"springen",9,0.000225394440270473
"weibchen",9,0.000225394440270473
"thorweg",9,0.000225394440270473
"jemal",9,0.000225394440270473
"ruft",9,0.000225394440270473
"liefen",9,0.000225394440270473
"vergieb",9,0.000225394440270473
"gewissenhaft",9,0.000225394440270473
"compli",9,0.000225394440270473
"your",9,0.000225394440270473
"refund",9,0.000225394440270473
"theil",8,0.000200350613573754
"weiblein",8,0.000200350613573754
"schenkenden",8,0.000200350613573754
"mitleidigen",8,0.000200350613573754
"tugendhaften",8,0.000200350613573754
"dienst",8,0.000200350613573754
"heimat",8,0.000200350613573754
"kamst",8,0.000200350613573754
"abwärt",8,0.000200350613573754
"menschen“",8,0.000200350613573754
"schenken",8,0.000200350613573754
"dieb",8,0.000200350613573754
"vögeln",8,0.000200350613573754
"überwinden",8,0.000200350613573754
"irgend",8,0.000200350613573754
"eingeweid",8,0.000200350613573754
"dacht",8,0.000200350613573754
"schmutz",8,0.000200350613573754
"kreuz",8,0.000200350613573754
"wundert",8,0.000200350613573754
"geliebt",8,0.000200350613573754
"erkennen",8,0.000200350613573754
"hängt",8,0.000200350613573754
"gegenwärtigen",8,0.000200350613573754
