"word","absolute.frequency","relative.frequency"
"leute“",7,0.000219545853719734
"achterdeck",7,0.000219545853719734
"sobald",7,0.000219545853719734
"meil",7,0.000219545853719734
"ring",7,0.000219545853719734
"flog",7,0.000219545853719734
"dunkel",7,0.000219545853719734
"ruderboot",7,0.000219545853719734
"quell",7,0.000219545853719734
"schweinefleisch",7,0.000219545853719734
"beladen",7,0.000219545853719734
"sprangen",7,0.000219545853719734
"mündung",7,0.000219545853719734
"brennholz",7,0.000219545853719734
"regeln",7,0.000219545853719734
"eingefügt",7,0.000219545853719734
"protect",7,0.000219545853719734
"charg",7,0.000219545853719734
"associ",7,0.000219545853719734
"which",7,0.000219545853719734
"tax",7,0.000219545853719734
"damag",7,0.000219545853719734
"inform",7,0.000219545853719734
"stunden",6,0.000188182160331201
"schätze",6,0.000188182160331201
"wang",6,0.000188182160331201
"aussah",6,0.000188182160331201
"klopft",6,0.000188182160331201
"kamerad“",6,0.000188182160331201
"herüber",6,0.000188182160331201
"stolz",6,0.000188182160331201
"post",6,0.000188182160331201
"könig",6,0.000188182160331201
"anständig",6,0.000188182160331201
"geführt",6,0.000188182160331201
"gewöhnlich",6,0.000188182160331201
"trank",6,0.000188182160331201
"grog",6,0.000188182160331201
"meist",6,0.000188182160331201
"böse",6,0.000188182160331201
"teilen",6,0.000188182160331201
"vorüber",6,0.000188182160331201
"verfolgt",6,0.000188182160331201
"wilden",6,0.000188182160331201
"zitternd",6,0.000188182160331201
"ruhigen",6,0.000188182160331201
"nannt",6,0.000188182160331201
"gefürchtet",6,0.000188182160331201
"überzeugt",6,0.000188182160331201
"rock",6,0.000188182160331201
"armer",6,0.000188182160331201
"faust",6,0.000188182160331201
"rührte",6,0.000188182160331201
"bewegt",6,0.000188182160331201
"beinen",6,0.000188182160331201
"kenn",6,0.000188182160331201
"geschlossen",6,0.000188182160331201
"erlebt",6,0.000188182160331201
"flogen",6,0.000188182160331201
"schwankt",6,0.000188182160331201
"eisen",6,0.000188182160331201
"merkt",6,0.000188182160331201
"medizin",6,0.000188182160331201
"kriegen",6,0.000188182160331201
"schau",6,0.000188182160331201
"teufel“",6,0.000188182160331201
"helfen",6,0.000188182160331201
"geschickt",6,0.000188182160331201
"schwächer",6,0.000188182160331201
"fürchteten",6,0.000188182160331201
"laun",6,0.000188182160331201
"erstaunen",6,0.000188182160331201
